LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
310960                          0                   0.24                0                   0                   
310970                          2                   0.82                2.43                2.43                
310980                          0                   0.17                0                   0                   
310990                          2                   0.82                2.45                2.45                
311000                          2                   2.97                0.67                0.67                
311010                          1                   0.37                2.72                2.72                
311020                          1                   0.29                3.47                3.47                
311030                          3                   1.04                2.89                2.89                
311040                          1                   0.21                4.69                4.69                
311050                          1                   1.51                0.66                0.66                
311060                          2                   2.07                0.97                0.97                
311070                          2                   0.88                2.28                2.28                
311080                          0                   0.24                0                   0                   
311090                          3                   1.15                2.62                2.62                
311100                          3                   1.51                1.99                1.99                
311110                          3                   1.42                2.11                2.11                
311115                          1                   0.27                3.75                3.75                
311120                          3                   3.70                0.81                0.81                
311130                          0                   0.81                0                   0                   
311140                          1                   0.54                1.84                1.84                
311150                          2                   1.06                1.89                1.89                
311160                          4                   1.98                2.02                2.02                
311170                          0                   0.33                0                   0                   
311180                          0                   0.86                0                   0                   
311190                          1                   0.40                2.49                2.49                
311200                          5                   1.09                4.59                4.59                
311205                          1                   0.28                3.58                3.58                
311210                          0                   0.37                0                   0                   
311220                          0                   0.32                0                   0                   
311230                          3                   2.37                1.27                1.27                
311240                          3                   0.49                6.15                6.15                
311250                          1                   0.66                1.52                1.52                
311260                          3                   1.11                2.70                2.70                
311265                          0                   0.34                0                   0                   
311270                          0                   0.98                0                   0                   
311280                          1                   0.60                1.66                1.66                
311290                          1                   0.62                1.61                1.61                
311300                          4                   1.50                2.67                2.67                
311310                          0                   0.22                0                   0                   
311320                          0                   1.73                0                   0                   
311330                          3                   2.25                1.34                1.34                
311340                          9                   6.07                1.48                1.48                
311350                          1                   0.64                1.57                1.57                
311360                          0                   0.46                0                   0                   
311370                          0                   1.28                0                   0                   
311380                          0                   0.18                0                   0                   
311390                          1                   0.80                1.25                1.25                
311400                          2                   0.80                2.51                2.51                
311410                          1                   0.97                1.03                1.03                
311420                          4                   1.52                2.64                2.64                
311430                          9                   2.13                4.23                4.23                
311440                          4                   1.50                2.67                2.67                
311450                          5                   1.36                3.68                3.68                
311455                          2                   0.71                2.82                2.82                
311460                          0                   0.28                0                   0                   
311470                          2                   0.25                8.07                8.07                
311480                          0                   0.33                0                   0                   
311490                          0                   0.16                0                   0                   
311500                          0                   0.23                0                   0                   
311510                          1                   1.23                0.81                0.81                
311520                          0                   0.29                0                   0                   
311530                          4                   5.23                0.77                0.77                
311535                          1                   0.35                2.83                2.83                
311540                          0                   0.25                0                   0                   
311545                          2                   0.39                5.11                5.11                
311547                          0                   0.34                0                   0                   
311550                          0                   1.48                0                   0                   
311560                          0                   0.084               0                   0                   
311570                          1                   0.48                2.10                2.10                
311580                          4                   0.72                5.59                5.59                
311590                          0                   0.23                0                   0                   
311600                          0                   0.40                0                   0                   
311610                          0                   0.96                0                   0                   
311615                          0                   0.86                0                   0                   
311620                          2                   0.18                11.39               11.39               
311630                          3                   0.48                6.25                6.25                
311640                          0                   0.33                0                   0                   
311650                          0                   0.52                0                   0                   
311660                          7                   1.94                3.60                3.60                
311670                          3                   0.53                5.68                5.68                
311680                          0                   0.58                0                   0                   
311690                          0                   0.22                0                   0                   
311700                          0                   0.47                0                   0                   
311710                          3                   0.69                4.34                4.34                
311720                          1                   0.21                4.72                4.72                
311730                          1                   1.85                0.54                0.54                
311740                          0                   0.32                0                   0                   
311750                          1                   1.18                0.85                0.85                
311760                          1                   0.38                2.60                2.60                
311770                          3                   0.91                3.28                3.28                
311780                          2                   0.79                2.54                2.54                
311783                          2                   0.50                3.98                3.98                
311787                          0                   0.45                0                   0                   
311790                          0                   0.86                0                   0                   
311800                          11                  3.64                3.02                3.02                
311810                          0                   0.34                0                   0                   
311820                          1                   0.48                2.10                2.10                
311830                          13                  8.62                1.51                1.51                
311840                          0                   1.49                0                   0                   
311850                          1                   0.13                7.78                7.78                
311860                          32                  43.76               0.73                0.73                
311870                          2                   0.63                3.17                3.17                
311880                          3                   1.78                1.69                1.69                
311890                          0                   0.65                0                   0                   
311900                          1                   0.24                4.17                4.17                
311910                          2                   1.61                1.24                1.24                
311920                          1                   0.69                1.45                1.45                
311930                          3                   1.96                1.53                1.53                
311940                          3                   7.23                0.42                0.41                
311950                          1                   0.64                1.57                1.57                
311960                          0                   0.22                0                   0                   
311970                          1                   0.23                4.31                4.31                
311980                          0                   0.24                0                   0                   
311990                          1                   0.27                3.64                3.64                
311995                          0                   0.46                0                   0                   
312000                          0                   0.19                0                   0                   
312010                          0                   0.30                0                   0                   
312015                          0                   0.43                0                   0                   
312020                          1                   0.86                1.16                1.16                
312030                          0                   0.36                0                   0                   
312040                          3                   0.34                8.93                8.93                
312050                          0                   0.72                0                   0                   
312060                          1                   0.36                2.79                2.80                
312070                          3                   0.24                12.64               12.64               
312080                          1                   1.08                0.93                0.93                
312083                          0                   0.33                0                   0                   
312087                          1                   0.50                2.01                2.01                
312090                          5                   5.33                0.94                0.94                
312100                          1                   0.34                2.90                2.90                
312110                          2                   0.58                3.46                3.46                
312120                          0                   0.50                0                   0                   
312125                          1                   0.72                1.39                1.39                
312130                          1                   0.35                2.89                2.89                
312140                          4                   0.52                7.67                7.67                
312150                          1                   0.21                4.83                4.83                
312160                          4                   3.12                1.28                1.28                
312170                          0                   0.26                0                   0                   
312180                          0                   0.54                0                   0                   
312190                          0                   0.23                0                   0                   
312200                          3                   1.33                2.25                2.25                
312210                          1                   0.34                2.96                2.96                
312220                          0                   0.50                0                   0                   
312230                          37                  16.21               2.28                2.29                
312235                          0                   0.42                0                   0                   
312240                          0                   0.41                0                   0                   
312245                          0                   0.74                0                   0                   
312247                          0                   0.26                0                   0                   
312250                          0                   0.34                0                   0                   
312260                          0                   0.28                0                   0                   
312270                          0                   0.37                0                   0                   
312280                          1                   0.22                4.56                4.56                
312290                          0                   0.45                0                   0                   
312300                          1                   0.70                1.43                1.43                
312310                          0                   0.35                0                   0                   
312320                          3                   0.95                3.16                3.16                
312330                          0                   0.32                0                   0                   
312340                          0                   0.10                0                   0                   
312350                          0                   0.14                0                   0                   
312352                          1                   0.52                1.94                1.94                
312360                          2                   1.87                1.07                1.07                
312370                          0                   0.71                0                   0                   
312380                          0                   0.49                0                   0                   
312385                          0                   0.36                0                   0                   
312390                          1                   1.06                0.94                0.94                
312400                          3                   1.29                2.32                2.32                
312410                          4                   4.62                0.87                0.87                
312420                          3                   1.69                1.78                1.78                
312430                          4                   2.09                1.91                1.92                
312440                          0                   0.35                0                   0                   
312450                          0                   0.81                0                   0                   
312460                          0                   0.17                0                   0                   
312470                          0                   0.25                0                   0                   
312480                          0                   0.57                0                   0                   
312490                          1                   0.78                1.28                1.28                
312500                          1                   0.25                3.93                3.93                
312510                          0                   2.43                0                   0                   
312520                          0                   0.17                0                   0                   
312530                          0                   0.22                0                   0                   
312540                          0                   0.32                0                   0                   
312550                          0                   0.21                0                   0                   
312560                          0                   0.51                0                   0                   
312570                          1                   1.05                0.95                0.95                
312580                          0                   0.24                0                   0                   
312590                          3                   0.68                4.42                4.42                
312595                          0                   0.72                0                   0                   
312600                          0                   0.51                0                   0                   
312610                          6                   4.77                1.26                1.26                
312620                          0                   0.62                0                   0                   
312630                          0                   0.30                0                   0                   
312640                          1                   0.20                4.91                4.91                
312650                          3                   0.75                4.02                4.02                
312660                          0                   0.35                0                   0                   
312670                          1                   1.79                0.56                0.56                
312675                          1                   0.36                2.78                2.78                
312680                          1                   0.38                2.60                2.60                
312690                          0                   0.61                0                   0                   
312695                          0                   0.23                0                   0                   
312700                          0                   1.19                0                   0                   
312705                          0                   0.31                0                   0                   
312707                          2                   0.33                5.99                5.99                
312710                          4                   4.10                0.97                0.97                
312720                          0                   0.29                0                   0                   
312730                          0                   0.46                0                   0                   
312733                          1                   0.35                2.89                2.89                
312735                          0                   0.21                0                   0                   
312737                          0                   0.22                0                   0                   
312738                          0                   0.28                0                   0                   
312740                          0                   0.31                0                   0                   
312750                          0                   0.40                0                   0                   
312760                          1                   0.80                1.25                1.25                
312770                          21                  18.01               1.17                1.17                
312780                          0                   1.04                0                   0                   
312790                          0                   0.097               0                   0                   
312800                          3                   2.27                1.32                1.32                
312810                          0                   1.02                0                   0                   
312820                          2                   0.74                2.71                2.71                
312825                          1                   0.33                3.03                3.03                
312830                          3                   1.33                2.26                2.26                
312840                          1                   0.63                1.59                1.59                
312850                          0                   0.25                0                   0                   
312860                          1                   0.45                2.24                2.24                
312870                          4                   3.61                1.11                1.11                
312880                          1                   0.50                2.02                2.02                
312890                          2                   0.55                3.64                3.64                
312900                          2                   0.61                3.27                3.27                
312910                          0                   0.42                0                   0                   
312920                          0                   0.46                0                   0                   
312930                          0                   0.74                0                   0                   
312940                          1                   0.34                2.93                2.93                
312950                          6                   1.75                3.44                3.44                
312960                          0                   0.56                0                   0                   
312965                          0                   0.36                0                   0                   
312970                          2                   0.94                2.13                2.13                
312980                          10                  11.39               0.88                0.88                
312990                          0                   0.26                0                   0                   
313000                          0                   0.21                0                   0                   
313005                          0                   0.78                0                   0                   
313010                          0                   2.84                0                   0                   
313020                          3                   0.73                4.10                4.10                
313030                          0                   0.57                0                   0                   
313040                          0                   0.44                0                   0                   
313050                          3                   0.84                3.57                3.57                
313055                          0                   0.46                0                   0                   
313060                          0                   0.52                0                   0                   
313065                          2                   0.50                4.04                4.04                
313070                          0                   0.46                0                   0                   
313080                          0                   0.20                0                   0                   
313090                          1                   1.66                0.60                0.60                
313100                          0                   0.43                0                   0                   
313110                          0                   0.51                0                   0                   
313115                          2                   1.20                1.66                1.66                
313120                          1                   1.33                0.75                0.75                
313130                          12                  17.39               0.69                0.69                
313140                          1                   0.30                3.31                3.31                
313150                          1                   0.71                1.40                1.40                
313160                          1                   0.46                2.15                2.15                
313170                          8                   7.93                1.01                1.01                
313180                          0                   0.76                0                   0                   
313190                          4                   3.45                1.16                1.16                
313200                          1                   0.38                2.61                2.61                
313210                          1                   1.12                0.90                0.90                
313220                          3                   0.94                3.19                3.19                
313230                          0                   0.79                0                   0                   
313240                          10                  6.58                1.52                1.52                
313250                          1                   2.23                0.45                0.45                
313260                          0                   0.32                0                   0                   
313270                          0                   1.47                0                   0                   
313280                          0                   0.15                0                   0                   
313290                          1                   0.73                1.36                1.36                
313300                          3                   1.07                2.81                2.81                
313310                          1                   1.03                0.97                0.97                
313320                          2                   0.80                2.49                2.49                
313330                          0                   1.41                0                   0                   
313340                          0                   1.13                0                   0                   
313350                          4                   1.54                2.60                2.60                
313360                          1                   0.68                1.46                1.46                
313370                          2                   0.76                2.65                2.65                
313375                          1                   1.10                0.91                0.91                
313380                          13                  6.36                2.04                2.04                
313390                          1                   0.37                2.67                2.67                
313400                          0                   1.00                0                   0                   
313410                          2                   0.43                4.66                4.66                
313420                          11                  7.17                1.53                1.53                
313430                          2                   0.42                4.78                4.78                
313440                          1                   2.68                0.37                0.37                
313450                          0                   0.27                0                   0                   
313460                          2                   1.41                1.42                1.42                
313470                          0                   0.84                0                   0                   
313480                          0                   0.54                0                   0                   
313490                          1                   1.74                0.57                0.57                
313500                          0                   0.22                0                   0                   
313505                          2                   2.42                0.83                0.83                
313507                          0                   0.36                0                   0                   
313510                          8                   4.59                1.74                1.74                
313520                          4                   4.29                0.93                0.93                
313530                          0                   0.29                0                   0                   
313535                          0                   0.54                0                   0                   
313540                          1                   0.35                2.90                2.90                
313545                          1                   0.51                1.96                1.96                
313550                          1                   0.86                1.16                1.16                
313560                          2                   0.51                3.89                3.89                
313570                          2                   0.36                5.48                5.49                
313580                          0                   1.66                0                   0                   
313590                          2                   0.35                5.65                5.65                
313600                          2                   1.00                2.00                2.00                
313610                          0                   0.32                0                   0                   
313620                          4                   5.32                0.75                0.75                
313630                          4                   3.19                1.26                1.26                
313640                          1                   0.33                3.03                3.03                
313650                          1                   0.74                1.34                1.34                
313652                          0                   0.29                0                   0                   
313655                          0                   0.34                0                   0                   
313657                          0                   0.30                0                   0                   
313660                          0                   0.40                0                   0                   
313665                          1                   1.80                0.56                0.56                
313670                          31                  37.95               0.82                0.82                
313680                          0                   0.29                0                   0                   
313690                          3                   0.72                4.17                4.17                
313695                          0                   0.37                0                   0                   
313700                          1                   1.11                0.90                0.90                
313710                          0                   0.56                0                   0                   
313720                          5                   3.54                1.41                1.41                
313730                          2                   0.27                7.28                7.28                
313740                          0                   0.89                0                   0                   
313750                          9                   1.28                7.03                7.03                
313753                          6                   0.66                9.05                9.05                
313760                          3                   4.34                0.69                0.69                
313770                          0                   1.32                0                   0                   
313780                          2                   1.40                1.43                1.43                
313790                          2                   0.23                8.59                8.59                
313800                          0                   0.49                0                   0                   
313810                          2                   0.43                4.68                4.68                
313820                          11                  6.98                1.58                1.58                
313830                          0                   0.22                0                   0                   
313835                          0                   0.32                0                   0                   
313840                          4                   3.53                1.13                1.13                
313850                          1                   0.36                2.76                2.76                
313860                          2                   1.16                1.72                1.72                
313862                          1                   0.53                1.90                1.90                
313865                          1                   0.66                1.51                1.51                
313867                          1                   0.42                2.36                2.36                
313868                          0                   0.43                0                   0                   
313870                          4                   0.38                10.50               10.50               
313880                          2                   1.27                1.57                1.57                
313890                          0                   0.49                0                   0                   
313900                          3                   2.80                1.07                1.07                
313910                          0                   0.36                0                   0                   
313920                          0                   1.22                0                   0                   
313925                          0                   0.47                0                   0                   
313930                          0                   1.16                0                   0                   
313940                          10                  5.74                1.74                1.74                
313950                          2                   1.49                1.34                1.34                
313960                          1                   1.83                0.55                0.55                
313970                          1                   0.53                1.88                1.88                
313980                          0                   0.87                0                   0                   
313990                          0                   0.97                0                   0                   
314000                          0                   4.00                0                   0                   
314010                          0                   0.27                0                   0                   
314015                          1                   1.01                0.99                0.99                
314020                          0                   0.20                0                   0                   
314030                          0                   0.27                0                   0                   
314040                          1                   0.20                5.07                5.07                
314050                          2                   0.93                2.15                2.15                
314053                          0                   0.56                0                   0                   
314055                          0                   0.59                0                   0                   
314060                          0                   0.29                0                   0                   
314070                          2                   2.05                0.97                0.97                
314080                          0                   0.99                0                   0                   
314085                          1                   0.69                1.45                1.45                
314090                          1                   1.18                0.85                0.85                
314100                          0                   0.85                0                   0                   
314110                          4                   2.50                1.60                1.60                
314120                          1                   0.26                3.83                3.83                
314130                          1                   0.27                3.75                3.75                
314140                          1                   1.35                0.74                0.74                
314150                          0                   0.45                0                   0                   
314160                          1                   0.75                1.33                1.33                
314170                          0                   0.39                0                   0                   
314180                          1                   2.02                0.49                0.49                
314190                          0                   0.27                0                   0                   
314200                          2                   0.91                2.19                2.19                
314210                          1                   0.75                1.34                1.34                
314220                          1                   1.03                0.97                0.97                
314225                          0                   0.32                0                   0                   
314230                          1                   0.34                2.92                2.92                
314240                          1                   0.52                1.94                1.94                
314250                          0                   0.16                0                   0                   
314260                          4                   0.61                6.60                6.60                
314270                          1                   0.99                1.01                1.01                
314280                          4                   1.50                2.67                2.67                
314290                          2                   1.46                1.37                1.37                
314300                          3                   0.96                3.14                3.14                
314310                          5                   3.27                1.53                1.53                
314315                          0                   0.31                0                   0                   
314320                          2                   1.51                1.33                1.33                
